,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,season,PPG
1303,452,Michael Porter Jr.,SF,23,DEN,9,265,7.5,0.416,0.466,0.087,3.9,20.4,12.4,8.9,1.9,0.7,10.1,19.7,,-0.5,0.3,-0.2,-0.032,,-3.9,0.5,-3.5,-0.1,portemi01,2122,9.9
1304,453,Otto Porter Jr.,PF,28,GSW,63,1396,15.9,0.581,0.519,0.147,6.9,21.0,14.2,9.6,2.4,2.0,7.7,15.0,,2.2,2.7,4.9,0.168,,1.0,2.1,3.1,1.8,porteot01,2122,8.2
1305,454,Bobby Portis,C,26,MIL,72,2028,17.7,0.571,0.388,0.13,9.6,24.4,17.2,6.4,1.3,2.4,8.9,21.3,,2.9,2.6,5.5,0.131,,1.2,-1.0,0.2,1.1,portibo01,2122,14.6
1306,455,Kristaps Porziņģis,PF,26,TOT,51,1481,23.7,0.577,0.329,0.373,7.7,23.1,15.4,13.7,1.3,5.0,8.3,29.5,,3.2,2.4,5.6,0.18,,3.3,0.6,3.9,2.2,porzikr01,2122,22.1
1307,455,Kristaps Porziņģis,PF,26,DAL,34,1002,21.8,0.561,0.341,0.335,7.1,21.9,14.5,11.7,1.3,5.3,8.3,28.6,,1.6,1.8,3.4,0.161,,2.2,0.8,3.0,1.3,porzikr01,2122,22.1
1308,455,Kristaps Porziņģis,PF,26,WAS,17,479,27.7,0.606,0.305,0.448,8.9,25.5,17.3,17.9,1.2,4.4,8.3,31.4,,1.6,0.6,2.2,0.22,,5.4,0.2,5.7,0.9,porzikr01,2122,22.1
1309,456,Micah Potter,C,23,DET,3,31,13.6,0.505,0.182,0.182,13.3,18.4,15.7,0.0,1.6,2.9,7.8,17.8,,0.0,0.0,0.0,0.073,,-4.0,-3.0,-7.1,0.0,pottemi01,2122,4.0
1310,457,Dwight Powell,C,30,DAL,82,1798,18.1,0.725,0.092,0.529,10.7,14.3,12.5,8.1,1.0,2.0,11.5,14.0,,6.0,2.2,8.2,0.219,,0.4,0.5,0.9,1.3,poweldw01,2122,8.7
1311,458,Myles Powell,PG,24,PHI,11,52,0.2,0.364,0.353,0.118,2.2,10.6,6.4,8.0,1.0,0.0,14.4,18.0,,-0.2,0.0,-0.1,-0.109,,-10.5,-2.2,-12.7,-0.1,powelmy01,2122,1.2
1312,459,Norman Powell,SF-SG,28,TOT,45,1458,16.3,0.603,0.418,0.385,1.5,9.7,5.4,10.8,1.4,1.4,8.9,23.1,,2.4,0.4,2.8,0.093,,1.2,-1.5,-0.3,0.6,powelno01,2122,21.4
1313,459,Norman Powell,SF,28,POR,40,1333,15.3,0.593,0.423,0.365,1.4,9.8,5.4,10.0,1.5,1.3,9.0,22.5,,1.8,0.3,2.1,0.076,,0.6,-1.6,-1.0,0.3,powelno01,2122,21.4
1314,459,Norman Powell,SG,28,LAC,5,125,27.1,0.682,0.381,0.556,2.6,9.1,5.9,19.5,0.8,2.7,8.2,30.0,,0.6,0.1,0.7,0.272,,7.8,-0.1,7.7,0.3,powelno01,2122,21.4
1315,460,Joshua Primo,SF,19,SAS,50,965,7.1,0.487,0.507,0.219,3.5,8.9,6.1,10.6,1.0,2.0,16.1,15.4,,-0.6,0.6,0.0,0.001,,-3.8,-1.1,-5.0,-0.7,primojo01,2122,5.8
1316,461,Taurean Prince,PF,27,MIN,69,1177,12.4,0.589,0.587,0.21,2.3,13.8,7.9,8.1,1.9,1.9,11.1,17.0,,1.0,1.2,2.2,0.09,,-1.0,0.0,-0.9,0.3,princta02,2122,7.3
1317,462,Payton Pritchard,PG,24,BOS,71,1001,15.0,0.578,0.657,0.056,3.5,10.8,7.2,20.4,1.2,0.5,9.7,18.6,,1.8,1.2,3.1,0.148,,1.7,0.1,1.8,1.0,pritcpa01,2122,6.2
1318,463,Trevelin Queen,SG,24,HOU,10,74,18.2,0.619,0.727,0.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,,0.1,0.1,0.1,0.08,,2.7,-0.8,1.9,0.1,queentr01,2122,4.3
1319,464,Neemias Queta,C,22,SAC,15,120,12.7,0.495,0.0,0.447,12.6,15.6,14.1,7.2,0.4,5.8,11.7,18.4,,0.0,0.1,0.1,0.051,,-4.1,-1.0,-5.1,-0.1,quetane01,2122,3.0
1320,465,Immanuel Quickley,PG,22,NYK,78,1802,14.6,0.543,0.547,0.278,1.8,13.1,7.4,24.5,1.5,0.2,10.9,22.2,,2.5,1.8,4.2,0.113,,0.2,0.0,0.2,1.0,quickim01,2122,11.3
1321,466,Jahmi'us Ramsey,SG,20,SAC,19,134,7.9,0.468,0.31,0.241,3.2,7.4,5.3,7.9,0.4,0.6,7.2,22.2,,-0.1,0.0,-0.1,-0.047,,-3.5,-3.4,-6.9,-0.2,ramseja01,2122,3.2
1322,467,Julius Randle,PF,27,NYK,72,2544,15.7,0.509,0.313,0.322,5.2,25.5,15.1,25.1,1.0,1.5,14.7,28.7,,-0.3,3.4,3.1,0.059,,0.4,0.2,0.5,1.6,randlju01,2122,20.1
1323,468,Austin Reaves,SG,23,LAL,61,1418,11.5,0.6,0.525,0.371,3.4,11.2,7.3,10.3,1.0,1.3,9.8,12.4,,2.1,0.8,2.9,0.097,,-1.3,-0.6,-1.9,0.0,reaveau01,2122,7.3
1324,469,Cam Reddish,SF,22,TOT,49,1012,12.8,0.543,0.451,0.275,2.7,8.6,5.7,7.0,2.3,1.4,11.1,22.2,,0.2,0.8,1.0,0.046,,-1.0,-0.3,-1.3,0.2,reddica01,2122,6.1
1325,469,Cam Reddish,SF,22,ATL,34,797,12.8,0.537,0.446,0.233,2.8,8.7,5.8,6.9,2.2,1.2,10.4,23.2,,0.1,0.5,0.6,0.034,,-0.8,-0.7,-1.5,0.1,reddica01,2122,6.1
1326,469,Cam Reddish,SF,22,NYK,15,215,12.9,0.575,0.477,0.492,2.5,8.2,5.3,7.1,2.8,1.8,14.1,18.8,,0.1,0.3,0.4,0.092,,-2.0,1.2,-0.8,0.1,reddica01,2122,6.1
1327,470,Davon Reed,SG,26,DEN,48,668,12.2,0.624,0.534,0.093,2.4,15.2,9.0,10.7,1.8,1.2,8.7,12.1,,0.9,0.7,1.6,0.117,,-0.6,0.3,-0.3,0.3,reedda01,2122,4.4
1328,471,Paul Reed,C,22,PHI,38,302,21.4,0.568,0.083,0.146,16.6,17.4,17.0,8.3,5.5,4.2,8.9,16.7,,0.6,0.7,1.3,0.212,,-0.8,2.9,2.1,0.3,reedpa01,2122,3.1
1329,472,Naz Reid,C,22,MIN,77,1215,17.2,0.588,0.349,0.313,8.8,18.0,13.3,8.7,1.6,5.6,13.2,21.4,,1.5,1.6,3.2,0.125,,-0.5,0.5,0.0,0.6,reidna01,2122,8.3
1330,473,Nick Richards,C,24,CHO,50,367,15.9,0.689,0.0,0.478,9.7,15.2,12.4,4.9,1.2,5.4,18.1,15.4,,0.6,0.3,1.0,0.125,,-2.6,-0.2,-2.8,-0.1,richani01,2122,3.0
1331,474,Josh Richardson,SG,28,TOT,65,1600,12.8,0.573,0.461,0.202,2.8,9.4,6.2,10.1,1.7,1.6,10.2,17.6,,1.6,2.0,3.5,0.106,,-0.6,0.7,0.1,0.9,richajo01,2122,11.4
1332,474,Josh Richardson,SG,28,BOS,44,1087,12.2,0.57,0.455,0.207,2.7,9.6,6.2,8.7,1.6,1.9,9.4,16.7,,1.0,1.5,2.6,0.113,,-1.0,1.2,0.3,0.6,richajo01,2122,11.4
1333,474,Josh Richardson,SG,28,SAS,21,513,14.0,0.577,0.471,0.194,3.2,9.1,6.1,13.0,2.1,1.0,11.5,19.3,,0.5,0.4,1.0,0.091,,0.1,-0.3,-0.2,0.2,richajo01,2122,11.4
1334,475,Austin Rivers,SG,29,DEN,67,1480,7.2,0.546,0.66,0.126,1.5,6.9,4.3,8.0,1.7,0.4,12.8,12.6,,0.1,1.1,1.2,0.037,,-3.5,-0.3,-3.8,-0.7,riverau01,2122,6.0
1335,476,Duncan Robinson,SG,27,MIA,79,2043,10.6,0.573,0.86,0.084,1.4,9.8,5.6,9.3,1.0,0.7,7.4,17.7,,1.9,2.0,3.9,0.092,,-0.3,-0.3,-0.6,0.7,robindu01,2122,10.9
1336,477,Justin Robinson,PG,24,TOT,25,304,3.6,0.404,0.656,0.086,1.4,6.0,3.7,14.0,1.4,0.3,15.0,16.0,,-0.5,0.2,-0.3,-0.055,,-6.4,-1.3,-7.6,-0.4,robinju01,2122,5.6
1337,477,Justin Robinson,PG,24,MIL,17,198,4.3,0.415,0.649,0.035,1.1,5.8,3.5,13.7,1.9,0.0,16.0,14.8,,-0.3,0.1,-0.1,-0.03,,-6.3,-0.3,-6.6,-0.2,robinju01,2122,5.6
1338,477,Justin Robinson,PG,24,SAC,3,15,-13.5,0.125,0.375,0.0,0.0,7.3,3.6,17.3,0.0,0.0,11.1,25.8,,-0.1,0.0,-0.1,-0.459,,-18.5,-7.7,-26.2,-0.1,robinju01,2122,5.6
1339,477,Justin Robinson,PG,24,DET,5,91,4.9,0.457,0.75,0.214,2.3,6.3,4.2,14.3,0.5,1.0,14.0,16.8,,-0.1,0.0,-0.1,-0.041,,-4.7,-2.3,-6.9,-0.1,robinju01,2122,5.6
1340,478,Mitchell Robinson,C,23,NYK,72,1848,20.7,0.722,0.0,0.528,16.8,19.1,17.9,3.2,1.6,7.1,12.4,11.4,,5.3,3.2,8.5,0.221,,1.0,1.2,2.2,2.0,robinmi01,2122,8.5
1341,479,Jeremiah Robinson-Earl,C,21,OKC,49,1087,11.7,0.526,0.509,0.167,7.0,19.1,13.0,6.7,1.3,1.3,10.1,15.4,,0.4,1.0,1.5,0.065,,-1.9,-0.4,-2.2,-0.1,robinje02,2122,7.5
1342,480,Isaiah Roby,PF,23,OKC,45,948,18.3,0.607,0.307,0.359,8.0,15.6,11.8,12.1,1.8,3.3,10.3,19.0,,1.8,1.1,2.9,0.147,,0.4,0.2,0.6,0.6,robyis01,2122,10.1
1343,481,Rajon Rondo,PG,35,TOT,39,697,10.9,0.496,0.5,0.148,2.4,14.4,8.5,33.1,2.1,0.8,26.6,16.0,,-0.1,0.8,0.7,0.048,,-2.4,0.7,-1.7,0.1,rondora01,2122,6.2
1344,481,Rajon Rondo,PG,35,LAL,18,289,6.5,0.383,0.423,0.028,3.7,14.5,9.1,29.9,2.0,1.5,32.1,15.7,,-0.6,0.3,-0.3,-0.053,,-4.8,0.3,-4.5,-0.2,rondora01,2122,6.2
1345,481,Rajon Rondo,PG,35,CLE,21,408,13.9,0.567,0.552,0.229,1.4,14.3,8.0,35.3,2.2,0.2,22.7,16.2,,0.5,0.5,1.0,0.119,,-0.7,1.0,0.3,0.2,rondora01,2122,6.2
1346,482,Derrick Rose,PG,33,NYK,26,636,16.9,0.541,0.336,0.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,,0.8,0.7,1.4,0.108,,2.3,0.0,2.3,0.7,rosede01,2122,12.0
1347,483,Terrence Ross,SG,30,ORL,63,1448,10.0,0.515,0.477,0.235,1.5,10.3,5.9,12.5,0.9,0.8,10.9,20.5,,-0.5,0.9,0.3,0.011,,-2.5,-1.1,-3.7,-0.6,rosste01,2122,10.0
1348,484,Terry Rozier,SG,27,CHO,73,2458,17.6,0.566,0.508,0.151,2.4,11.3,6.8,19.7,1.8,1.0,7.2,23.2,,4.3,1.6,5.9,0.115,,2.4,-0.7,1.7,2.3,roziete01,2122,19.3
1349,485,Ricky Rubio,PG,31,CLE,34,970,14.0,0.488,0.423,0.251,1.7,14.1,8.0,34.6,2.5,0.6,16.5,24.9,,-0.1,1.4,1.3,0.064,,-1.0,1.2,0.2,0.5,rubiori01,2122,13.1
1350,486,D'Angelo Russell,PG,25,MIN,65,2077,16.3,0.544,0.531,0.246,1.3,10.1,5.6,33.1,1.4,1.0,13.2,25.1,,2.9,1.5,4.4,0.101,,2.2,-1.5,0.8,1.4,russeda01,2122,18.1
1351,487,Matt Ryan,SF,24,BOS,1,5,3.5,0.3,1.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,44.0,,0.0,0.0,0.0,-0.25,,-9.9,-3.8,-13.7,0.0,ryanma01,2122,3.0
1352,488,Domantas Sabonis,PF,25,TOT,62,2136,21.9,0.637,0.162,0.429,10.3,29.0,19.5,23.6,1.3,1.1,17.5,22.3,,5.3,1.8,7.1,0.159,,3.2,0.9,4.1,3.2,sabondo01,2122,18.9
1353,488,Domantas Sabonis,PF,25,IND,47,1632,22.2,0.649,0.189,0.452,10.4,28.6,19.4,22.2,1.4,1.2,17.3,21.7,,4.4,1.3,5.7,0.168,,3.6,1.0,4.6,2.7,sabondo01,2122,18.9
1354,488,Domantas Sabonis,PF,25,SAC,15,504,21.0,0.603,0.084,0.366,9.8,30.3,20.0,28.0,1.2,0.9,18.1,24.4,,0.9,0.5,1.4,0.132,,1.8,0.5,2.3,0.5,sabondo01,2122,18.9
1355,489,Olivier Sarr,C,22,OKC,22,421,14.0,0.672,0.287,0.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,,0.7,0.3,1.0,0.116,,-2.7,-1.3,-4.0,-0.2,sarrol01,2122,7.0
1356,490,Tomáš Satoranský,SG-PG-SF,30,TOT,55,906,10.2,0.461,0.277,0.283,3.3,12.1,7.7,27.0,1.6,0.5,17.6,12.6,,0.5,0.6,1.0,0.056,,-3.3,-0.3,-3.7,-0.4,satorto01,2122,4.9
1357,490,Tomáš Satoranský,SG,30,NOP,32,481,6.5,0.373,0.29,0.234,4.1,10.8,7.4,20.6,1.4,0.2,16.3,12.6,,-0.3,0.3,0.0,-0.003,,-5.1,-0.5,-5.6,-0.4,satorto01,2122,4.9
1358,490,Tomáš Satoranský,SF,30,SAS,1,9,12.8,0.852,,,0.0,11.7,5.8,0.0,0.0,0.0,0.0,8.3,,0.0,0.0,0.0,0.2,,0.8,-2.1,-1.3,0.0,satorto01,2122,4.9
1359,490,Tomáš Satoranský,PG,30,WAS,22,416,14.4,0.563,0.262,0.298,2.4,13.6,8.1,35.0,1.8,0.8,19.5,12.6,,0.7,0.3,1.0,0.12,,-1.4,0.0,-1.5,0.1,satorto01,2122,4.9
1360,491,Jordan Schakel,SG,23,WAS,4,30,-1.2,0.21,0.545,0.182,7.5,21.8,14.8,0.0,1.6,0.0,7.8,19.1,,-0.2,0.0,-0.1,-0.204,,-8.6,-4.3,-13.0,-0.1,schakjo01,2122,1.3
1361,492,Admiral Schofield,SF,24,ORL,38,469,7.5,0.538,0.612,0.116,3.8,16.3,10.0,7.9,0.4,1.0,13.4,14.5,,-0.1,0.3,0.3,0.027,,-4.2,-1.2,-5.4,-0.4,schofad01,2122,3.8
1362,493,Dennis Schröder,SG-PG,28,TOT,64,1837,13.0,0.539,0.345,0.254,2.0,10.5,6.3,24.2,1.4,0.4,15.1,22.6,,1.0,1.9,2.9,0.076,,-1.5,-0.4,-1.9,0.0,schrode01,2122,10.9
1363,493,Dennis Schröder,SG,28,BOS,49,1433,13.5,0.543,0.329,0.248,2.2,10.0,6.2,22.0,1.4,0.3,13.8,23.1,,1.0,1.8,2.8,0.092,,-1.2,0.0,-1.2,0.3,schrode01,2122,10.9
1364,493,Dennis Schröder,PG,28,HOU,15,404,11.5,0.519,0.414,0.279,1.6,12.0,6.8,32.0,1.4,0.7,19.9,20.6,,0.1,0.1,0.2,0.02,,-2.5,-1.9,-4.4,-0.2,schrode01,2122,10.9
1365,494,Tre Scott,SF,25,CLE,2,11,20.4,0.5,0.167,0.0,10.3,9.8,10.1,0.0,4.5,8.1,0.0,24.1,,0.0,0.0,0.0,0.138,,-4.8,1.8,-3.0,0.0,scotttr01,2122,3.0
1366,495,Jay Scrubb,SG,21,LAC,18,121,9.3,0.486,0.457,0.217,1.8,11.9,7.0,9.7,1.6,2.1,12.2,20.8,,-0.1,0.1,0.0,0.002,,-4.4,-0.4,-4.8,-0.1,scrubja01,2122,2.7
1367,496,Wayne Selden,SG,27,NYK,3,19,4.3,0.434,0.5,1.0,0.0,5.8,2.8,7.2,0.0,0.0,0.0,13.3,,0.0,0.0,0.0,0.016,,-4.3,-1.6,-5.9,0.0,seldewa01,2122,1.7
1368,497,Alperen Şengün,C,19,HOU,72,1489,16.0,0.552,0.223,0.442,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22.0,,0.8,1.3,2.1,0.068,,-1.6,0.6,-1.0,0.4,sengual01,2122,9.6
1369,498,Collin Sexton,SG,23,CLE,11,316,11.2,0.523,0.298,0.258,4.6,7.9,6.3,11.9,1.6,0.0,15.6,27.9,,-0.4,0.3,-0.1,-0.009,,-3.5,-0.7,-4.1,-0.2,sextoco01,2122,16.0
1370,499,Landry Shamet,SG,24,PHO,69,1437,10.2,0.55,0.689,0.167,1.2,8.0,4.7,9.7,0.9,0.6,7.3,16.8,,1.1,1.5,2.6,0.085,,-0.9,-0.4,-1.2,0.3,shamela01,2122,8.3
1371,500,Day'Ron Sharpe,PF,20,BRK,32,391,20.7,0.593,0.047,0.275,23.2,21.4,22.3,6.7,1.2,3.4,15.2,21.7,,0.8,0.5,1.2,0.152,,-0.3,-2.5,-2.8,-0.1,sharpda01,2122,6.2
1372,501,Pascal Siakam,PF,27,TOR,68,2578,20.3,0.565,0.181,0.314,5.1,20.1,12.2,23.0,1.6,1.6,11.6,25.8,,4.9,3.2,8.1,0.151,,2.7,0.8,3.5,3.6,siakapa01,2122,22.8
1373,502,Chris Silva,PF,25,TOT,10,91,11.6,0.641,0.0,0.8,16.5,28.2,22.4,10.6,0.0,1.2,28.3,13.8,,0.1,0.1,0.3,0.137,,-5.0,0.1,-4.9,-0.1,silvach01,2122,2.9
1374,502,Chris Silva,PF,25,MIN,1,3,3.8,,,,0.0,36.6,17.9,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.052,,-5.3,-0.5,-5.8,0.0,silvach01,2122,2.9
1375,502,Chris Silva,PF,25,MIA,9,88,11.9,0.641,0.0,0.8,17.0,27.9,22.6,10.9,0.0,1.2,28.3,14.3,,0.1,0.1,0.3,0.14,,-5.0,0.1,-4.9,-0.1,silvach01,2122,2.9
1376,503,Marko Simonovic,C,22,CHI,9,35,10.2,0.428,0.333,0.733,16.2,16.0,16.1,0.0,1.4,2.5,9.2,27.5,,0.0,0.0,0.0,-0.011,,-6.1,-5.0,-11.1,-0.1,simonma01,2122,1.9
1377,504,Anfernee Simons,SG,22,POR,57,1681,15.3,0.583,0.555,0.146,1.6,8.5,4.9,22.2,0.9,0.4,11.9,24.8,,2.0,-0.1,1.9,0.055,,1.9,-2.7,-0.7,0.5,simonan01,2122,17.3
1378,505,Zavier Simpson,PG,24,OKC,4,174,7.7,0.406,0.154,0.096,1.2,11.4,6.2,25.2,1.4,2.1,15.6,15.9,,-0.2,0.1,-0.1,-0.018,,-6.0,-1.9,-7.9,-0.3,simpsza01,2122,11.0
1379,506,Jericho Sims,PF,23,NYK,41,555,11.6,0.674,0.0,0.537,11.6,21.3,16.4,5.3,1.0,3.9,23.1,6.9,,0.7,0.8,1.5,0.128,,-2.8,1.1,-1.7,0.0,simsje01,2122,2.2
1380,507,Deividas Sirvydis,SG,21,DET,3,27,0.1,0.15,0.7,0.0,0.0,25.3,12.0,4.9,5.4,3.3,0.0,15.9,,-0.1,0.1,-0.1,-0.139,,-10.8,2.2,-8.7,0.0,sirvyde01,2122,1.0
1381,508,Javonte Smart,PG,22,TOT,17,200,5.1,0.407,0.45,0.1,2.7,10.0,6.5,10.4,1.5,1.5,14.9,15.9,,-0.3,0.2,-0.2,-0.038,,-5.9,-0.8,-6.6,-0.2,smartja01,2122,5.0
1382,508,Javonte Smart,PG,22,MIL,13,160,2.5,0.34,0.419,0.14,2.7,9.7,6.3,10.9,1.2,1.2,16.5,14.6,,-0.4,0.1,-0.2,-0.071,,-7.3,-0.8,-8.1,-0.2,smartja01,2122,5.0
1383,508,Javonte Smart,PG,22,MIA,4,40,15.6,0.588,0.529,0.0,2.9,11.2,7.1,8.1,2.5,2.6,10.5,21.1,,0.0,0.1,0.1,0.094,,-0.2,-0.7,-0.9,0.0,smartja01,2122,5.0
1384,509,Marcus Smart,PG,27,BOS,71,2296,13.6,0.54,0.501,0.249,2.0,10.5,6.4,25.6,2.6,0.7,16.6,18.3,,1.9,3.7,5.6,0.116,,-1.2,1.7,0.5,1.5,smartma01,2122,12.1
1385,510,Dennis Smith Jr.,PG,24,POR,37,638,13.2,0.474,0.143,0.339,3.3,12.2,7.6,30.5,3.4,1.9,19.0,18.2,,-0.1,0.5,0.4,0.031,,-2.8,1.2,-1.7,0.1,smithde03,2122,5.6
1386,511,Ish Smith,PG,33,TOT,65,1126,12.5,0.465,0.156,0.056,2.4,11.1,6.8,31.5,2.0,1.8,15.0,20.1,,-0.3,0.9,0.5,0.023,,-2.2,-0.6,-2.9,-0.2,smithis01,2122,8.6
1387,511,Ish Smith,PG,33,CHO,37,511,9.6,0.434,0.135,0.103,2.2,9.7,5.9,25.9,1.9,1.8,15.7,19.1,,-0.5,0.3,-0.1,-0.011,,-3.7,-0.7,-4.5,-0.3,smithis01,2122,8.6
1388,511,Ish Smith,PG,33,WAS,28,615,15.0,0.489,0.171,0.02,2.6,12.2,7.5,36.1,2.2,1.8,14.5,20.9,,0.1,0.5,0.7,0.052,,-0.9,-0.6,-1.5,0.1,smithis01,2122,8.6
1389,512,Jalen Smith,PF,21,TOT,51,925,18.4,0.595,0.349,0.291,12.0,24.5,18.2,3.9,0.8,3.9,9.6,20.3,,1.7,1.1,2.8,0.145,,0.9,-1.4,-0.5,0.3,smithja04,2122,13.4
1390,512,Jalen Smith,PF,21,PHO,29,382,15.9,0.547,0.285,0.38,15.9,23.0,19.5,2.1,0.8,4.2,12.1,20.5,,0.4,0.7,1.1,0.137,,-1.9,-0.5,-2.3,0.0,smithja04,2122,13.4
1391,512,Jalen Smith,PF,21,IND,22,543,20.2,0.628,0.39,0.235,9.3,25.5,17.3,5.1,0.8,3.7,7.8,20.1,,1.3,0.4,1.7,0.15,,2.9,-2.1,0.8,0.4,smithja04,2122,13.4
1392,513,Xavier Sneed,SF,24,TOT,9,39,0.4,0.25,0.8,0.0,5.5,10.9,8.3,3.3,0.0,0.0,0.0,11.0,,-0.1,0.0,0.0,-0.056,,-6.9,-3.7,-10.6,-0.1,sneedxa01,2122,0.7
1393,513,Xavier Sneed,SF,24,MEM,2,8,-7.1,0.0,1.0,0.0,12.8,13.4,13.1,0.0,0.0,0.0,0.0,10.2,,0.0,0.0,0.0,-0.143,,-14.5,-5.5,-19.9,0.0,sneedxa01,2122,0.7
1394,513,Xavier Sneed,SF,24,UTA,7,31,2.4,0.313,0.75,0.0,3.7,10.3,7.1,4.1,0.0,0.0,0.0,11.2,,0.0,0.0,0.0,-0.033,,-4.9,-3.3,-8.2,0.0,sneedxa01,2122,0.7
1395,514,Tony Snell,SG,30,TOT,53,823,6.3,0.541,0.749,0.023,2.1,12.0,6.9,4.7,1.0,1.1,9.9,10.1,,0.2,0.2,0.4,0.023,,-3.4,-0.8,-4.2,-0.5,snellto01,2122,5.9
1396,514,Tony Snell,SG,30,POR,38,546,5.2,0.503,0.773,0.031,2.1,12.7,7.2,5.0,0.7,1.3,10.1,8.7,,0.0,0.1,0.1,0.005,,-4.1,-1.0,-5.0,-0.4,snellto01,2122,5.9
1397,514,Tony Snell,SG,30,NOP,15,277,8.6,0.591,0.716,0.014,2.0,10.6,6.2,4.0,1.4,0.7,9.7,12.8,,0.2,0.2,0.3,0.058,,-2.0,-0.6,-2.6,0.0,snellto01,2122,5.9
1398,515,Jaden Springer,SG,19,PHI,2,6,26.4,1.0,0.0,0.0,18.9,18.3,18.6,0.0,0.0,30.0,50.0,15.0,,0.0,0.0,0.0,0.138,,8.3,8.7,17.1,0.0,sprinja01,2122,1.0
1399,516,Cassius Stanley,SG,22,DET,9,155,8.0,0.516,0.37,0.217,3.3,10.3,6.6,3.9,1.6,1.2,10.6,15.6,,0.0,0.1,0.1,0.021,,-4.9,-1.0,-5.8,-0.2,stanlca01,2122,5.8
1400,517,Nik Stauskas,SG,28,TOT,8,39,10.5,0.541,0.714,0.429,3.0,5.7,4.4,7.3,0.0,0.0,5.7,20.0,,0.0,0.0,0.1,0.078,,-0.9,-2.7,-3.6,0.0,stausni01,2122,1.2
1401,517,Nik Stauskas,SG,28,MIA,2,24,13.1,0.564,0.5,0.5,4.8,9.3,7.1,6.0,0.0,0.0,0.0,18.1,,0.1,0.0,0.1,0.142,,0.0,-1.3,-1.3,0.0,stausni01,2122,1.2
1402,517,Nik Stauskas,SG,28,BOS,6,15,6.2,0.509,1.0,0.333,0.0,0.0,0.0,9.4,0.0,0.0,12.7,23.1,,0.0,0.0,0.0,-0.025,,-2.4,-4.8,-7.3,0.0,stausni01,2122,1.2
1403,518,Lance Stephenson,PG-SG,31,TOT,46,814,13.6,0.536,0.279,0.248,1.6,16.0,8.7,30.2,1.4,0.4,16.7,22.6,,0.4,0.4,0.8,0.048,,-1.6,-1.6,-3.2,-0.2,stephla01,2122,9.3
1404,518,Lance Stephenson,SG,31,ATL,6,70,4.5,0.396,0.231,0.154,1.6,21.8,11.7,19.9,0.0,0.0,22.4,11.2,,-0.1,0.0,0.0,-0.023,,-6.8,-0.8,-7.7,-0.1,stephla01,2122,9.3
1405,518,Lance Stephenson,PG,31,IND,40,744,14.5,0.542,0.281,0.252,1.6,15.4,8.4,31.2,1.6,0.5,16.5,23.7,,0.5,0.3,0.8,0.055,,-1.1,-1.7,-2.8,-0.1,stephla01,2122,9.3
1406,519,Lamar Stevens,PF,24,CLE,63,1015,11.3,0.544,0.204,0.235,5.2,12.5,8.9,6.5,1.5,1.6,10.4,17.1,,0.4,1.2,1.6,0.078,,-3.2,0.3,-2.9,-0.2,stevela01,2122,6.1
1407,520,Isaiah Stewart,C,20,DET,71,1816,14.0,0.55,0.094,0.21,12.8,24.5,18.4,6.9,0.6,3.9,13.7,14.6,,1.6,1.8,3.4,0.091,,-2.5,-0.8,-3.3,-0.6,stewais01,2122,8.3
1408,521,Max Strus,SF,25,MIA,68,1587,12.7,0.614,0.784,0.094,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,,2.0,1.7,3.6,0.11,,1.4,-0.4,0.9,1.2,strusma01,2122,10.6
1409,522,Jalen Suggs,PG,20,ORL,48,1307,8.6,0.455,0.358,0.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,,-3.0,1.3,-1.6,-0.06,,-5.3,-0.2,-5.6,-1.2,suggsja01,2122,11.8
1410,523,Craig Sword,SG,28,WAS,3,19,14.2,0.75,0.25,0.0,0.0,0.0,0.0,7.7,10.4,0.0,20.0,11.7,,0.0,0.0,0.1,0.158,,-8.6,10.0,1.4,0.0,swordcr01,2122,2.0
1411,524,Keifer Sykes,PG,28,IND,32,566,5.9,0.456,0.474,0.089,1.5,7.4,4.4,14.9,1.0,0.6,14.3,17.4,,-0.5,0.1,-0.5,-0.04,,-4.4,-2.5,-6.9,-0.7,sykeske01,2122,5.6
1412,525,Jae'Sean Tate,PF,26,HOU,78,2056,14.3,0.567,0.277,0.252,7.2,15.3,11.2,16.9,1.7,1.8,14.6,19.6,,1.9,1.1,3.0,0.071,,-1.3,-0.5,-1.8,0.1,tateja01,2122,11.8
1413,526,Jayson Tatum,SF,23,BOS,76,2731,21.8,0.578,0.416,0.3,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,,5.0,4.6,9.6,0.169,,4.3,0.6,4.9,4.8,tatumja01,2122,26.9
